"NEW SINCE","PARTY","ENTRY BY","PARTY ADD","PARTY ADD2","CITY","CELL NO","EMAILID","CELLNO2","EMAILID2","GST NO","REMARKS",
"9/29/2025 4:50:15 PM","Shanti Gold International Ltd,","","Address: 2nd Floor - 7th Floor,  Plot No. A-51,
MIDC Marol Ind. Estate Road No. 1,
Near Tunga International Hotel,
Marol MIDC, Andheri (E),
Mumbai - 400093
GSTIN:-27AATCS8748R1ZV
MOB:- 89284 61557","","MUMBAI","89284 61557","no@email.com","","","27AATCS8748R1ZV","",
"9/29/2025 10:33:29 AM","SHREEJI SILVER CASTING","","SHREE SHAKTI CO.OP HOUSING SOCIETY,NERA PANCHSHIL SCHOOL ,PEDAK ROAD, RAJKOT-360003
8160726355 / 7990372933","","RAJKOT","8160726355 / 7990372933","noemail@gmail.com","","","nogst","",
"9/29/2025 10:05:20 AM","SHREEJI ORNAMENTS","","SHOP NO2 ,2ND FLOOR PRIYANKA COMPLEX L.H .ROAD LABHESWAR CHOK SURAT  395006  MOB 7779077171","322,3RD FLOOR GOLD SOUK NR. SILVER MARKET VARDHMAN NAGAR, RAJKOT -360001  MOB- 9316413720","GUJARAT","9904952527","SHREEJISALESINFO2008@GMAIL.COM","","","GST","",
"9/27/2025 4:57:11 PM","MEHTA RHODIUM","","DELHI
9871750606","","DELHI","9871650606","no@email.com","","","gst","",
"9/27/2025 2:56:33 PM","BHAVESHBHAI J DHOLAKIYA","","SURAT","","SURAT","9727739391","NO@GMAIL.COM","","","NO","",
"9/27/2025 1:47:04 PM","MERU JEWELS","","GALA NO.46, MANISH INDUSTRIAL
ESTATE NO: 5, NAVGHAR, NEAR
RAILWAY STATION,  VASAI EAST,
PALGHAR -401202
9987322333","","MUMBAI","9987322333","NO@EMAIL.COM","","","NO GST","",
"9/27/2025 12:16:14 PM","SHAHID JEWELLERS","","RAJKOT
9099272700","","RAJKOT","9099272700","no@gmail.com","","","GST","",
"9/27/2025 11:49:02 AM","N P GOLD","","N P GOLD
9821723845","","INDIA","9821723845","no@gmail.com","","","gst","",
"9/26/2025 6:55:18 PM","KENVI JEWELS LTD","DIPESH 9422799191","121-122 FIRST FLOOR,SUPER MALL NR LAL BUNGLOW, CG ROAD AHMEDABAD GUJARAT 380009
Mobile No -9169169500","","AHMEDABAD GUJARAT","9169169500","kenvijewels@gmail.com","","","n/a","",
"9/26/2025 6:28:36 PM","SNB SILVER","","4TH FLOOR RADHE PARK NR. B  DIVISION POLICE STATION SATELLITE CHOWK PEDAK STATION SATELLITE CHOWK PEDAK ROAD RAJKOT-3","","RAJKOT","7990446700","HITESH.PATEL@GMAIL.COM","","","GST","",
"9/26/2025 5:59:10 PM","KALIKA JEWELLERS","","SHOP NO 1 SANKALP GARDEN, NEAR OLD FISH MARKET BICHOLIM GOA","","GOA","9822147845","SUVARN.S.KAREKAR@GMAIL.COM","9168396598","","GST","",
"9/26/2025 6:01:54 PM","Anant Jewelry Pvt. Ltd.","","C-10, 1st Floor, Patel Industrial Estate,
Near Maruti Impex, Bal Ashram Circle, Katargam, Surat 395004
+91 90331 75509","","SURAT","+91 90331 75509","NO@EMAIL.COM","","","GST","",
"9/26/2025 4:50:20 PM","M L JEWELLERS","","4791, sIX tOOTI cHOWK, mAIN bAZAR, pAHARGANJ, nEW dELHI 110055     7303438333","","NEW DELHI","7303438333","email@gmail.com","9953434360 / 9811287047 / 01141063192","","GST","",
"9/29/2025 12:47:06 PM","APSARA JEWEL CREATIONS","SANDIP","NO.175, RAMACHANDRA ROAD, R S PURAM, COIMBATORE 641002
9600254715
apsarajewelcreations@gmail.com","","COIMBATORE","9600254715","apsarajewelcreations@gmail.com","","","NA","",
"10/7/2025 12:58:55 PM","RAMANSH ORNAMENTS","","5/1966-67 3 RD FLOOR LIMDA SHERI GHEE KATA ROAD HARIPURA SURAT GUJRAT - 395003","","GUJARAT","7096177569/9723362982","NO@GMAIL.COM","","","DONT KNOW","",
"10/1/2025 2:53:03 PM","MAA DURGA JEWELLERS","","SHOP NO-6, GROUND FLOOR, BUILDING NAME
SHIV SADAN, BUILDING NO-69H, POPHALWADI
3RD LANE, BALAJI MANDIR. BHULESHWAR
KALBADEVI, MUMBAI 400002

P: 8591161656 / 022-46061656","","MUMBAI","8591161656 / 022-46061656","no@gmail.com","","","GST","",
"10/2/2025 2:56:18 PM","RAMESH JEWELLERS","","SITA SADAN MARKET, GHODO KA CHOWK, JODHPUR, RAJASTHAN, 9514585877/ 7023456469.","","JODHPUR","9514585877","EMAIL@GMAIL.COM","","","GST","",
"10/7/2025 12:34:48 PM","SHRADDHA JEWELLERS","","ANANDDHAM - 2 NEXT TO RAMJI TEMPLE LIMDA CHOWK MAIN BAZAAR BOTAD - 364710","","BOTAD","9825338031","NO@GMAIL.COM","","","DONT KNOW","",
"10/7/2025 11:11:49 AM","R.N. GOLD","","MANDVI CHOWK PAREKH STREET OPP R.K. SILVER SONI BAZAR RAJKOT","","RAJKOT","9427268742","NO@GMAIL.COM","","","DONT KNOW","",
"10/7/2025 10:46:45 AM","SAHIL STAR LLP","","M-17,18,19 N-6,7,8 GEM & JEWELLERY PARK GUJRAT HIRA BOURCE ICHHAPORE HAZIRA MAGDALA ROAD SURAT - 394510","","SURAT","9104033123/9512065151","NO@GMAIL.COM","","","DONT KNOW","",
"10/7/2025 10:41:06 AM","TANVI ETERNALS","","GALA-2 TO 5 FIRST FLR, JARIWALA COMPOUND VASTA DEVDI RD, KATARGAM, NEAR KIRAN HOSPITAL, SURAT - 395004 - GUJARAT (INDIA).
P: 9106191567
E: gp@tanvieternals.com
W: tanvieternals.com","","SURAT","9106191567","gp@tanvieternals.com","","","GST","",
"10/7/2025 10:24:14 AM","SARASWATHI JEWELLERS","","SHOP NO.18,37/41, SHYMANTAKA LEHAR MANGALAM VEERAPPAN STREET, SOWCARPET,CHENNAI-600079
MOB- 9566102031
044--42150633","","CHENNAI","9566102031","SURESH@GMAIL.COM","","","GST","",
"10/7/2025 10:28:54 AM","HARVISH JEWELS","","231, TRIVIA, NATUBHAI CIRCLE, VADODARA - 390007, GUJARAT
P: 9924136189
E: harvishjewels@gmail.com
W: harvishjewels","","VADODARA","9924136189","harvishjewels@gmail.com","","","GST","",
"10/6/2025 6:31:46 PM","S.M.JEWELLERY CASTIN","","201, HIRA PANNA COMPLEX, CHOKSHI BAZAR, NADIAD GUJARAT-387001
MOB- 7383502707","","NADIAD","7383502707","S@GMAIL","","","GST","",
"10/6/2025 5:33:48 PM","LAXMI JEWELLERS","","SHOP NO.13, SWAMI RESIDENCY, TOWER- A GHANSHYAM NAGAR, B/H AIRFORCE, MAKARPURA, VADODARA GUJARAT","","VADODARA","9714098821","HASMUKH@GMAIL.COM","","","GST","",
"10/6/2025 4:59:56 PM","GANESH SILVER ART","","SURAT
+91 93756 23043","","SURAT","+91 93756 23043","no@email.com","","","gst","",
"10/6/2025 4:51:33 PM","ZILVAR","","134,MAHESWARI ESTATE OPP. HANUMANPURA BRTS BUS STAND DHUDESWAR SHAHIBAUGH AHMEDABAD GUJARAT
MOB- 9228832039   9426416723","","AHMEDABAD","9228832039","PRASHANT@GMAIL.COM","9426416723","","GST","",
"10/6/2025 3:58:14 PM","SHANTILAL P ZINZUVADIYA","","SILVER PLAZA SHOP NO 8 PATRAWALI CHOWK SURENDRA NAGAR - 363001 GUJARAT","","GUJRAT","9099397888","spzinzuvadiya999@gmail.com","","","DONT KNOW","",
"10/6/2025 2:29:27 PM","SHRI JEWEL CONSULTANCY","","SHIVAM SHRI RAM PARK, STREET NO 2
KUWADVA ROAD, RAJKOT - 360003
P: 9824262976 / 9898387976
E: shrijewelconsultancy@gmail.com","","RAJKOT","9824262976 / 9898387976","shrijewelconsultancy@gmail.com","","","gst","",
"10/2/2025 2:17:28 PM","KARATPLUS JEWELTECH PVT LTD","","No.2 2nd floor,kataria house krishna singh lane,sjp road cross bengalaru- 560002, 080 22010030","","banglore","080 22010030","pankaj@3djewelsindia.com","","","gst","",
"10/4/2025 2:32:28 PM","NEXOT JEWEL PVT LTD","","4TH FLOOR, SHREE MAHALAXMI COMPLEX
OPP GOPAL LOCHO, MAHINDAR PURA
SHANTI MAIN ROAD, LALDARWAJA, SURAT
GUJARAT - 395003
P: 9033206531
E: info@nexotjewel.com
w: nexotjewel.com","","SURAT","9033206531","info@nexotjewel.com","","","GST","",
"10/4/2025 12:30:44 PM","PARSHWANATH GOLD","","PARSHWANATH GOLD

9324810627","","INDIA","9324810627","NO@GMAIL.COM","","","GST","",
"10/4/2025 11:14:29 AM","JEWELIITA FINE JEWELLERY","","GST IN 24AACHL2427E1ZQ
Plot No.4/32,33A,79B
2nd & 3rd Floor, GHANCHI SHERI, NAVA PURA, SURAT, GUJARAT:395003 +91 82091 12588","",", GUJARAT:395003","+91 82091 12588","no@gmail.com","","","no","",
"10/4/2025 10:34:55 AM","AMRITA RHODIUM","","54, SHABBIR MANZIL ,2ND FLR, R.NO-2 ABDUL REHMAN STREET, PYDHONIE, MANDVI, MUMBAI-3
MOB-9619075193
0FF.- 022 45128178","","MUMBAI","9619075193","AMIT@GMAIL.COM","","","GST","",
"10/3/2025 5:36:58 PM","SUBHASH DAS","","7/3894, CHOTHIYA SHERI, OPP. SWAMINARAYAN CHAL RUGNATHPURA MAIN ROAD, SURAT, GUJARAT-395003
9687399483","","GUJARAT","9687399483","NO@EMAIL.COM","","","NO GST","",
"10/3/2025 5:27:42 PM","Shardha Jewellers","","Ananddham - 2, Ramaji Mandirni Bajuma, limda chowk, main Bazar, Botad - 354710
Mob:- 9825338031","","Botad","9825338031","no@gmail.com","","","GST","",
"10/3/2025 4:31:08 PM","DEVI JEWELLERS","","Zankhvav, Taluka Mangrol, Zilla. Surat 
Mob:- 9601414274 / 7778014274","","Surat","9601414274 / 7778014274","no@gmail.com","","","gst","",
"10/3/2025 3:47:24 PM","RADHE DIAMOND JEWELRY","","PLOT NO-3 NEW 10-35, 1ST FLOOR GAYATRI IND ESTATE, B/H. KIRAN HOSPITAL, NR. SRK DIAMOND VASTA DEVDI ROAD, KATARGAM,SURAT GUJARAT 395004
MOB- 9510642877","","GUJARAT","9510642877","RDIAMONDJWELERY@GMAIL.COM","","","GST","",
"10/3/2025 3:42:25 PM","S. M JEWELLERY CASTIN","","201, Hira Panna Complex, Chokshi Bazar, Nadiad - 387001.
Mob:- 7383502707","","NADIAD","7383502707","no@gmail.com","","","GST","",
"10/3/2025 11:01:57 AM","MITHALI CHAINS","","109- ZAVERI BAZAR, 11/A SHAHI GALI GROUND FLOOR MUMBAI-02
9819003363","","MUMBAI","9819003363","PANKAJ@GMAIL.COM","022-22407242","","GST","",
"10/3/2025 10:37:35 AM","JUGAL JODI JEWELLERS","","OUT OF DHARMNAGAR GATE OPPOSITE OF IDGAH BIKANER  9351202581   9251402581","","BIKANER","9351202581","JUGALNARAYANSONI@GMAIL.COM","9251402581","","GST","",
"10/2/2025 5:04:42 PM","JAY MATAJI GOLD REFINERY","","C/117, MARUTI ESTATE, VIJAY MILL COMPOUND, NR. FRUIT MARKET, NARODA ROAD, AHMEDABAD - 380025, 7984719759","","AHMEDABAD","7984719759","email@gmail.com","","","gst","",
"10/2/2025 3:59:10 PM","NILESH J. SONI","","Shop no. : 40, 2nd Floor, Limbupole Ratanpole, Ahmedabad, 9173133004","","Ahmedabad","9173133004","email@gmail.com","","","gst","",
"10/4/2025 12:20:34 PM","PRINCE JEWELLERS","","10-DIAMOND APPARTMENT, 3RD FLOOR SAVJIBHAI STREET, SONI BAZAR, RAJKOT
MOB- 9429568039
PHO- 0281-2290460","","GUJARAT","9429568039","SARKARSARIF599@GMAIL.COM","","","GST","",
"10/11/2023 4:26:02 PM","MAHESHWARI JEWELLERS","","1209 2ND FLOOR, HARE KRISHNA MARKET
MALIWARA, CHANDNI CHOWK DELHI - 110006
+91 9810690075","","DELHI","+91 9810690075","no@gmail.com","","","GST","",
"11/1/2025 5:25:31 PM","ANVEYA JEWELS LLP","SANDIP","208, 2ND FLOOR, OPTIONS PRIMO BUILDING PLOT NO.: X-21. NR. PASSPORT OFFICE, MIDC, ANDHERI (EAST) MUMBAI 400093
9820286662
AKSHAYMAKHIJA@ANVEYAJEWELS.COM","","MUMBAI","9820286662","AKSHAYMAKHIJA@ANVEYAJEWELS.COM","","","NA","",
"11/3/2025 12:19:37 PM","GURU KRUPA JEWELLERS","SATISH","9320083595","","INDIA","9320083595","NO@GMAIL.COM","","","GST","",
"1/9/2026 4:01:48 PM","JAIMON PP","SANKET 8480005609","35/996, C J TOWER 
IKKANDA WARRIER ROAD, THRISSUR, KERALA  - 680001
MOB - 9995307242","","KERALA","9995307242","nomail@gmail.com","","","0","",
"1/9/2026 3:50:09 PM","NIRAJ","DIPESH","Mobile no - 7878788775","","n/a","7878788775","no@email.com","","","N/A","",
"1/9/2026 3:25:45 PM","METRO GOLD","SANKET 8480005609","MELE PALYAM ROAD, KAMATH LANE,
CALICUT, KERALA  - 673001
MOB - 6235589916
EMAIL - mrazi916@gmail.com/meraziclt@gmail.com","","KERALA","6235589916","mrazi916@gmail.com","","","0","",
"1/9/2026 3:26:03 PM","LAPIS GOLD","DIPESH","Warehouse 2, Behind AI Bustan Bakery, Amman Street AI Qusais Industrial Area 3, Dubai, U.A.E
info@lapisgf.com
Mobile no - 971525941640","","DUBAI","971525941640","info@lapisgf.com","","","n/a","",
"1/9/2026 3:23:44 PM","SUBHASH KUMAR","SANDIP","SUBHASH KUMAR
8320993670","","NA","8320993670","NO@EMAIL.COM","","","NA","",
"1/9/2026 3:11:32 PM","NITIYA","DIPESH 9422799191","NITIYA
8390909090","","NA","8390909090","no@email.com","","","NA","",
"1/9/2026 2:35:01 PM","ANOPCHAND TILOKCHAND JEWELLERS PVT.LTD.","SANDIP","SHUBHAM BARDIA
AT PALACE, CITY KOTWALI CHOWK, RAIPUR (C.G.) 492001. Ph. No. 0771-2234737, 07712225363
9329268077
SHUBHAMJEWELS@GMAIL.COM","","RAIPUR","9329268077","SHUBHAMJEWELS@GMAIL.COM","","","NA","",
"1/9/2026 2:35:17 PM","METRO GOLD","HASIB","Mele Palayam Road, Kammath Lane, Calicut - 673 001 6235589916","","Kammath Lane","6235589916","mrazi916@gmail.com","","","o","",
"1/9/2026 2:09:57 PM","UNI-DESIGN JEWELLERY (INDIA) PVT. LTD.","SANDIP","VIPUL RASHMIKANT KOTHARI (SR. MANAGER OPERATION)
B/H KOSALIYA PARK, GANDEVI ROAD, AT & PO JAMALPORE, NAVSARI-396445
9825610047
VIPUL.KOTHARI@UNIDESIGNINDIA.COM","","NAVSARI","9825610047","VIPUL.KOTHARI@UNIDESIGNINDIA.COM","","","NA","",
"1/8/2026 5:44:54 PM","Aura Jewel Pvt Ltd","RAHUL","D-11/2, Cross Road No 21, MIDC,Opp. Passport office. Andheri East,  Mumbai – 400093
Tel : 022-4027 1111
GST : 27ABECA1072C1Z6","","MUMBAI","022-4027 1111","NO@EMAIL.COM","","","27ABECA1072C1Z6","",
"1/7/2026 10:18:17 AM","CHAIN SAGAR","SANDIP","SANJAY RASTOGI(M.D.)
8/1, KUCHA NEEL GALI, SHAHAR SARRAFA BAZAR, MEERUT.
9760006535
SAGAR.RAST@YAHOO.COM","BRANCH OFFICE:- 1157, 2ND FLOOR, KUCHA MAHAJANI, CHANDNI CHOWK, DELHI-110006","MEERUT","9760006535","SAGAR.RAST@YAHOO.COM","","","NA","",
"1/2/2026 6:37:11 PM","MADHAV GEMS","DIPESH","MOBILE NO - 9712336363","","n/a","9712336363","no@email.com","","","n/a","",
"1/9/2026 4:04:30 PM","SHREE TIRUPATI JEWELLERS","DIPESH","Ganesh Ganj , Mirzapur Uttar Pradesh- 231001
shreetirupatitrade@gmail.com
8948200636/919140771221","","UTTAR PRADESH","8948200636","shreetirupatitrade@gmail.com","","","n/a","",
"1/1/2026 4:45:07 PM","NETRI DIAM JEWELS","RAHUL","ASHISH H. CHOVATIYA
23 , KRINK TOWER , MINI BAZAR, VARACHHA, ROAD, SURAT
9909657140","","SURAT","9909657140","ashishc354@gmail.com","","","NA","",
"12/29/2025 3:54:18 PM","Roch'e Jewels","SATISH","Unit no 135 Vaishali industrial premises no 2 CO OP SOC LTD Mhatre wadi B T Road Dahisar West  Mumbai - 400068
Mob: 88502 75339","","MUMBAI","98206 80720","no@email.com","","","gst","",
"12/29/2025 3:50:12 PM","GR SILVER","SATISH","JAIPUR - 9829565256","","JAIPUR","9829565256","NO@GMAIL.COM","","","NO GST","",
"12/26/2025 5:21:14 PM","DARSHAN SAGAR DIAMOND","UMA","DARSHAN SAGAR DIAMOND
9322858999","","NO","9322858999","NO@MAIL.COM","","","NO GST NO","",
"12/25/2025 6:00:32 PM","JSN JEWELS","RAHUL","SURAT
7623 899 804","","SURAT","7623 899 804","no@email.com","","","gst","",
"12/25/2025 5:27:58 PM","SAGAR MACHINERY","SATISH","FLAT NO, 305, PARISHRAM APT., VISHNU NAGAR -2 PANDESARA
P: 9173743857 / 9824360519","","PANDESARA","9173743857 / 9824360519","NO@GMAIL.COM","","","GST","",
"12/25/2025 4:43:08 PM","ALAM JEWELLERS","SATISH","MONU COMPLEX ROAD NO 1
JHUNJHUNU (RAJ) - 333001
P: 9024144820 / 8209819917","","RAJASTHAN","9024144820 / 8209819917","NO@GMAIL.COM","","","GST","",
"12/25/2025 4:13:27 PM","PRALADH","SATISH","JAIPUR - 9521050946","","JAIPUR","9521050946","NO@GMAIL.COM","","","GST","",
"12/25/2025 3:35:04 PM","ANANTA FINE JEWELS","SATISH","S-6, 2ND FLOOR,RENUKA HOUSE, H.NO. 1710-11 SHYAM SUNDER JI KI GALI, CHAURA RASTA, JAIPUR - 302003

PH: 9785393309
E: mohitsharmaraj9@gmail.com
W: www.byamitas.com","19, RAGHU SHAM ATRAY FARM, BEHIND SHAHPURA BAGH AMER ROAD, JAIPUR - 302002","JAIPUR","9785393309","mohitsharmaraj9@gmail.com","","","GST","",
"12/25/2025 3:20:30 PM","PAWAN JI - Bikaner","SATISH","BIKANER - RAJASTHAN","","BIKANER","9571176335","NO@GMAIL.COM","","","GST","",
"12/25/2025 3:15:13 PM","Thant Thazin - Myanmar - Burma","SATISH","Myanmar - Burma","","Myanmar","+959792001368","NO@GMAIL.COM","","","NO GST","",
"12/25/2025 12:09:41 PM","NK CREATION","RAHUL","","","SURAT","+91 90166 08782","NO@EMAIL.COM","","","GST","",
"12/24/2025 6:17:27 PM","PRACHHA JEWELLS","TAMANNA","H.No. 7/4003-4004/1
Prachha House,  
Bamanji Street,
Diamond City Restaurant,
Rughnathpura,
GST NO.: 24CAEPS3799G2Z8  Surat-395003,
Gujarat.","","SURAT","9904000091","prachhajewels@gmail.com","","","24CAEPS3799G2Z8","",
"12/31/2025 6:08:56 PM","VN JEWELS","RAHUL","9820221312
MUMBAI","","MUMBAI","9820221312","no@email.com","","","gst","",
"12/24/2025 6:04:16 PM","JAY AMBE JEWELLERS","SANDIP","SUNNY HARD KE SAMNE, RAMLALAJI KA RASTA, BADI GUVADI, JOHARI BAZAR, JAIPUR-302003.
7073750338/6377556307/9782270046","","JAIPUR","7073750338","NO@EMAIL.COM","","","NA","",
"1/9/2026 4:18:01 PM","EARTHIUM EXPORTS","SANDIP","Ground Floor, H. No. 6/606, Moti Sheri, Lal Darwaja, Surat, Gujarat-395003.
9712336363
24AAMFE1470G2ZL","","SURAT","9712336363","NO@EMAIL.COM","","","24AAMFE1470G2ZL","",
"1/9/2026 4:36:25 PM","ARUP","TAMANNA","Mobile no - 8237528879","","Mumbai","8237528879","no@email.com","","","n/a","",
"1/10/2026 6:10:14 PM","KALASH JEWELS","SANDIP","IRSHAD
9372812912","","NA","9372812912","NO@EMAIL.COM","","","NA","",
"1/10/2026 5:52:36 PM","RK JEWELLERY BOUTIQUE","SANDIP","3185/32, BEADON PURA, KAROL BAGH, NEW DELHI-05
9810716547/9582597800/9810543545
RKJEWELLERYBOUTIQUE@YAHOO.COM","","DELHI","9810716547","RKJEWELLERYBOUTIQUE@YAHOO.COM","","","NA","",
"1/10/2026 5:12:47 PM","SWARNAM JEWELS","SANDIP","NAVNEET
JAIPUR
9828789000","","JAIPUR","9828789000","NO@EMAIL.COM","","","NA","",
"1/10/2026 4:46:36 PM","SHREE JI JEWELLERY MANUFACTURES PVT. LTD.","SANDIP","4-1-970, BLOCK-C, 305/A. 3RD FLOOR, UPASANA BUILDING,AHUJA ESTATE, ABIDS, HYDERABAD.
9494032351
+91-4-24760668/24760667/24760664
VINAY@SHREEJEE.BIZ","","HYDERABAD","9494032351","VINAY@SHREEJEE.BIZ","","","NA","",
"1/10/2026 3:49:51 PM","DIALMAZ JEWELLERY","DIPESH","Shop No.12, Ground Floor, Square - 1 Mall Saket, South Delhi, Delhi , 110017
Mobile no - 9141037297
info@dialmaz.com","","DELHI","9141037297","info@dialmaz.com","","","n/a","",
"1/10/2026 4:24:11 PM","EMERALD JEWEL INDUSTRY INDIA LTD UNIT V.","SANDIP","BHARAT PATEL
UNIT NO.: C-6, WICEL, MIDC, ANDHERI EAST, MUMBAI - 400093
9833837260
BHARAT.P@EJINDIA.COM","","MUMBAI","9833837260","BHARAT.P@EJINDIA.COM","","","NA","",
"1/10/2026 3:22:53 PM","AKASH","SANDIP","AKASH
9001103003","","NA","9001103003","NO@EMAIL.COM","","","NA","",
"1/10/2026 3:07:18 PM","SURYA JEWELLERS","SANDIP","SHOP NO. 11, 1ST FLOOR, SHYAM PLAZA, NEAR GOPNATHJI MANDIR, SUBHASH CHOWK, SIKAR.
9001601572/8432122899/8104441706","","SIKAR","9001601572","NO@EMAIL.COM","","","NA","",
"1/10/2026 2:56:21 PM","PALAKSH JEWELS","DIPESH","Mobile no - 8310430722","","n/a","8310430722","no@email.com","","","n/a","",
"1/10/2026 2:55:51 PM","JAY SILVER INDIA","SANDIP","KHUSHAL
8320000200","","NA","8320000200","NO@EMAIL.COM","","","NA","",
"1/10/2026 2:40:16 PM","ANAND JEWELS","SANDIP","MANOJ
9820842878","","NA","9820842878","NO@EMAIL.COM","","","NA","",
"1/10/2026 12:54:05 PM","DRS ORNAMENTS","SANDIP","1ST FLOOR, BRIJWASI COMPLEX, GURHAI BAZAR, MATHURA, UP.
8958285099/8979079789
VINAYISVIJAY@GMAIL.COM","","MATHURA","8958285099","VINAYISVIJAY@GMAIL.COM","","","NA","",
"1/9/2026 4:19:24 PM","SAMYAK LIFESTYLE PVT LTD","SANKET 8480005609","SHED NO - C-1B-239/1, ROAD-9, AJI INDUSTRIAL ESTATE, RAJKOT, GUJRAT  - 360003
MOB - 9099964899","","GUJRAT","9099964899","NOMAIL@GMAIL.COM","","","0","",
"1/10/2026 10:33:20 AM","AMEO JEWELS","DIPESH","3rd Floor Old Room No 4/465/30 Room no 25/1195, Flamon Complex, Kuriachira, Thrissur,Kerala- 680006
Mail: ameojewels@gmail.com
Mobile no - 8000699482","","KERALA","8000699482","ameojewels@gmail.com","","","n/a","",
"1/10/2026 10:13:52 AM","SHREESIDDHI ORNA","DIPESH","1/2 Ambica bhuvan, Gusha parekh pole,
MG haveli road, Manekchowk, Ahmedabad
shreesiddhiorna@gmail.com
8320791766/7623078187","","AHMEDABAD","8320791766","shreesiddhiorna@gmail.com","","","n/a","",
"1/10/2026 9:50:58 AM","RUDRAJEWELS","DIPESH","Pl.No. 7-8, Ratnadeep Chembers, 3rd Floor, Room No- 2 Nandu Doshini Vadi, Gotalavadi, Katargam, Surat,
Mobile  no - 9898685939/9712506707","","SURAT","9898685939","no@email.com","","","n/a","",
"1/9/2026 6:54:34 PM","ELANGOVAN BROTHERS","DIPESH","No. 28 , Deenadayalan Street, T. Nagar, 
Chennai - 600 017
ph: 044-4210 0942 Mob: 9962123345
Email: evj999@gmail.com
MSME R.N: UDYAM - TN 02 -0208829
GST NO - 33AYOPR2960A1ZH
Mobile no - 9840961610","","CHENNAI","9840961610","evj999@gmail.com","","","33AYOPR2960A1ZH","",
"1/9/2026 6:43:45 PM","JITENDRA","DIPESH","Mobile no - 9106430603","","n/a","9106430603","no@email.com","","","n/a","",
"1/9/2026 6:25:05 PM","SHIVKRUPA JEWELLERY","DIPESH","Kherwadi road , Plot No 99 Dayma Marg , Bandra ( East ) Mumbai 400051
9833193207/9594137288
Shivkrupajewellery@gmail.com","","MUMBAI","9833193207","Shivkrupajewellery@gmail.com","","","n/a","",
"1/9/2026 6:09:47 PM","RHS IDOLS","SANDIP","VIJAY NAGAR COLONY, AGRA U.P. INDIA
9319112949/7599324739
AKSHAT.10.10GUPTA@GMAIL.COM","","AGRA","9319112949","AKSHAT.10.10GUPTA@GMAIL.COM","","","NA","",
"1/9/2026 5:44:43 PM","GURU KRUPA","DIPESH","Mobile no - 7737346181","","n/a","7737346181","no@email.com","","","n/a","",
"1/9/2026 5:40:35 PM","KESHAB JEWELLERY","SANDIP","KASTURI VANDANA COMPLEX, H-WING, 2ND FLOOR, ROOM NO.202, KASHIMIRA PHATAK ROAD, BHAYANDER ( E ), THANE - 401105
9819432012/6291176008
KESHABJEWELRY1@GMAIL.COM","","THANE","9819432012","KESHABJEWELRY1@GMAIL.COM","","","NA","",
"1/9/2026 5:16:42 PM","MSGE MARTS","DIPESH","883, Gandariwal Bhawan, 3rd Floor, Ganga Mata Ki Gali, Gopal Ji Ka Rasta, Johri Bazar, Jaipur, 302003 Raj. (India)
9828441410/9829061410
info.msgemarts@gmail.com","","JAIPUR","9828441410","info.msgemarts@gmail.com","","","n/a","",
"1/9/2026 5:09:22 PM","R. N. JEWELLERS","SANDIP","1, SAKAR COMPLEX, DERA SERI, SONI BAZAR, RAJKOT. 360001, GUJARAT
9978315115/9824846171/9825425433
R.N.JEWELLERS@GMAIL.COM","","RAJKOT.","9978315115","R.N.JEWELLERS@GMAIL.COM","","","NA","",
"1/9/2026 4:52:37 PM","CNB JEWELS","DIPESH","139, CHITRANJAN MARG, CSCHEME, JAIPUR-302001
Mobile no -917240024999","","JAIPUR","917240024999","no@email.com","","","n/a","",
"1/9/2026 4:41:33 PM","STELLA DIAMONDS","SANDIP","Pulikkoden's 1st Floor, 
Room 8 & 9, East Avenue Road,
Chelakottukara, Thrissur – 680005
GST No: 32AFVFS4541Q1Z5
PH: 99612 77084","","THRISSUR","9961277084","NO@EMAIL.COM","","","NA","",
"1/10/2026 10:26:01 AM","SEKH HOSSEN SILVER & GOLD FINE JEWELLERY","HASIB","NO 7 SIDDEGOWDA LANE, LALBAGH FORT ROAD, MAVALLI MASJID, Doddamavalli, Bengaluru, Bengaluru Urban, Karnataka, 560004
9748712376","","Bengaluru","9748712376","NO@GMAIL.COM","","","NO","",
"1/10/2026 6:08:20 PM","V CREATORS","DIPESH","Mobile No - 8000000011","","n/a","8000000011","no@email.com","","","n/a","",
"12/24/2025 11:53:04 AM","CHANDI HOLICS","TAMANNA","309,Navratna Complex, KGB Ka rasta, Johari Bazar, Jaipur 
Mobile no- 9571805622/9001532129
chadiholics@gmail.com","","JAIPUR","9571805622","chadiholics@gmail.com","","","n/a","",
"12/24/2025 11:11:07 AM","JNM JEWELLERS","TAMANNA","2nd Floor, S.F.2, plot No. 30,56 Svarnkar Market,
Jhotwara, Jaipur- 302012
9024973554","","JAIPUR","9024973554","no@email.com","","","n/a","",
"12/22/2025 5:34:35 PM","GAORAW YADAV","DIPESH","Mobile no- 9828588533","","DONT KNOW","9828588533","no@email.com","","","n/a","",
"12/22/2025 5:35:39 PM","PARITOSH","SANDIP","PARITOSH
8890644976","","NA","8890644976","NO@EMAIL.COM","","","NA","",
"12/22/2025 5:22:24 PM","VARUN","DIPESH","Mobile no - 9634146888","","DONT KNOW","9634146888","no@email.com","","","n/a","",
